County,CDSCode,School ,Street,City,State,Zip,Telephone,PublicDistrict
Contra Costa,07617966969927,St. Cornelius Elementary,201 28th Street,Richmond,CA,94804,510-232-3326,West Contra Costa Unified
Contra Costa,07617966972442,St. David's Elementary,871 Sonoma Street,Richmond,CA,94805,510-232-2283,West Contra Costa Unified
Contra Costa,07617546967657,St. Francis of Assisi,866 Oak Grove Road,Concord,CA,94518,925-682-5414,Mount Diable Unified School District
Contra Costa,07618046972459,St. Isidore,435 La Gonda Way,Danville,CA,94526,925-837-2977,San Ramon Unified School District
Contra Costa,07617966972467,St. Jerome Catholic Elementary,320 San Carlos Avenue,El Cerrito,CA,94530,510-525-9484,West Contra Costa Unified
Contra Costa,07617966967699,St. John the Baptist,11156 San Pablo Avenue,El Cerrito,CA,94530,510-234-2244,West Contra Costa Unified
Contra Costa,07617966972475,St. Joseph Elementary,1961 Plum Street,Pinole,CA,94564,510-724-0242,West Contra Costa Unified
Contra Costa,07618126967707,St. Mary of the Immaculate Conception,1158 Bont Lane,Walnut Creek,CA,94596,925-935-5054,Walnut Creek Elementary
Contra Costa,07616976970669,St. Patrick School,907 Seventh Street,Rodeo,CA,94572,510-799-2506,John Swett Unified
Contra Costa,07617966972483,St. Paul School,1825 Church Lane,San Pablo,CA,94806,510-233-3080,West Contra Costa Unified School District
Contra Costa,07617136972491,St. Perpetua,3445 Hamlin Road,Lafayette,CA,94549,925-284-1640,Lafayette Elementary
Contra Costa,07617886965933,St. Peter Martyr Elementary,425 West 4th Street,Pittsburg,CA,94565,925-439-1014,Pittsburg Unified
Contra Costa,07617546135701,St. Thomas,98 Roberta Avenue,Pleasant Hill,CA,94523,925-947-6790,Mt. Diablo Unified
Contra Costa,07617546977961,Tabernacle Christian Inc.,4380 Concord Boulevard,Concord,CA,94521,925-685-9169,Mt. Diablo Unified
Contra Costa,07617966906713,Tehiyah Day School,2603 Tassajara Avenue,El Cerrito,CA,94530,510-233-3013,West Contra Costa Unified
Contra Costa,07618046933329,The Athenian School,2100 Mt. Diablo Scenic Boulevard,Danville,CA,94506,925-362-7208,San Ramon Valley School District
Contra Costa,07617476972343,The Saklan School,1678 School Street,Moraga,CA,94556,925-376-7900,Moraga Elementary
Contra Costa,07616487098304,Tobinworld II,2330 Country Hills Drive Number 102,Antioch,CA,94509,925-755-8635,Antioch Unified
Contra Costa,07617966910582,Vista Christian School,2354 Andrade Avenue,Richmond,CA,94804,510-237-4981,West Contra Costa Unified
Contra Costa,07618126972517,Walnut Creek Christian Academy,2336 Buena Vista Avenue,Walnut Creek,CA,94597,925-935-1587,Walnut Creek Elementary
Contra Costa,07617967094741,Williams-Brown Academy,2225 Gaynor Avenue,Richmond,CA,94801,510-236-9101,West Contra Costa Unified
Contra Costa,07617547092109,Wood Rose Academy,4347 Cowell Road,Concord,CA,94518,925-825-4644,Mt. Diablo Unified School District
Contra Costa,07617546987242,Ygnacio Valley Christian,4977 Concord Boulevard,Concord,CA,94521,925-798-3131,Mt. Diablo Unified
Del Norte,08618206972285,Crescent City SDA School,1770 Northcrest Drive,Crescent City,CA,95531,707-464-2738,Del Norte County Unified
Del Norte,08618206903736,Foursquare Christian,144 Butte Street,Crescent City,CA,95531,707-464-9501,Del Norte County Unified
Del Norte,08618207082589,Lighthouse Christian Academy,1900 Muncy Lane,Crescent City,CA,95531,707-465-4035,Del Norte
El Dorado,09618797079403,American Christian Academy - Ext,6737 Diablo View Trail,Placerville,CA,95667,530-365-2950,Gold Oak Union Elementary
El Dorado,,Blue Mountain Christian Academy,3697 Merrywood Lane,Cameron Park,CA,95682,530-350-7650,Buckeye Union Elementary
El Dorado,<>,Cedar Grove Academy,1620 Bear Rock Road,Placerville,CA,95667,--,
El Dorado,09619297078926,Cedar Springs Waldorf School,6029 Gold Meadows Road,Placerville,CA,95667,530-642-9903,Black Oak Mine Unified
El Dorado,09619526967715,El Dorado Adventist,1900 Broadway,Placerville,CA,95667,530-622-3560,Placerville Union Elementary
El Dorado,,Elizabeth-Anne Seaton Homeschool,3430 Spruce Avenue,South Lake Tahoe,CA,96151,530-544-0568,LTUSD
El Dorado,,Empire Canyon Christian School,3425 Starwood Lane,Georgetown,CA,95634,530-333-0250,Black Oak Mine Unified
El Dorado,09737836131312,Fox Run School,7061 Isaiah Road,Georgetown,CA,95634,530-919-1839,Black Oak Mine Unified
El Dorado,09618387086846,Guiding Hands School Inc.,4900 Windplay Drive,El Dorado Hills,CA,95762,916-939-0553,Buckeye Union Elementary
El Dorado,09618386135776,Marble VAlley School,5005 Hillsdale Circle,El Dorado Hills,CA,95762,916-933-5122,Buckeye Union Elementary
El Dorado,09618386904163,Providence Christian School,3800 North Shingle Road,Shingle Springs,CA,95682,530-672-6657,Buckeye Union Elementary
El Dorado,09619037087786,Saint Theresa,1081 Lyons Avenue,South Lake Tahoe,CA,96150,530-544-8944,Lake Tahoe Unified School District
El Dorado,09619297072374,Sierra Ranch School,4300 Forni Road,Placerville,CA,95667,530-626-3106,Mother Lode Union Elementary
El Dorado,09619036140123,Sunshine Mountain School,1762 Crystal Air Drive,South Lake Tahoe,CA,96150,530-318-3370,Lake Tahoe Unified
El Dorado,,Thorson Family School,4001 Ponytail Lane,Shingle Springs,CA,95682,530-672-2527,Buckeye Union Elementary
Fresno,10621176134233,A.C.E.S.,3001 Pico Avenue,Clovis,CA,93619,559-291-8101,Clovis Unified
Fresno,10752756200075,Ambassador Academy,32434 Lockwood Lane,Prather,CA,93651,559-977-9103,Sierra Unified
Fresno,10621176135818,Armenian Community School,108 North Villa Avenue,Clovis,CA,93612,559-323-1955,Clovis Unifed
Fresno,10621176143978,Brighten Academy Preschool,1825 Austin Avenue,Clovis,CA,93611,559-294-1310,Clovis Unified School District
Fresno,10621667092455,Calvary Chapel Christian,3425 East Shields Avenue,Fresno,CA,93726,559-222-6561,Fresno Unified
Fresno,10621667093214,Campus Christian Academy,5223 East Grant,Fresno,CA,93727,559-313-0171,Fresno Unified
Fresno,10621666973937,Carden School of Fresno,6901 North Maple Avenue,Fresno,CA,93710,559-323-0126,Fresno Unified
Fresno,10621666136535,Carpe Diem Academy,1917 South Chestnut 76A,Fresno,CA,93702,559-453-0468,Fresno County Office of Education
Fresno,10739997080799,Central Valley Christian Molokan School,16201 West Olive,Kerman,CA,93630,559-846-6042,Kerman Unified
Fresno,10621666201669,Faith Baptist Academy,208 East Shields Avenue,Fresno,CA,93704,559-226-7784,Fresno Unified
Fresno,10621666917736,First Church Christian Academy,3920 North 1st Street,Fresno,CA,93726,559-227-3222,Fresno Unified
Fresno,10621666933691,Fresno Adventist Academy,5397 East Olive Avenue,Fresno,CA,93727,559-251-5548,Fresno Unified
Fresno,10621667099294,Fresno Christian Academy PSSP,1919 South Bundy Drive,Fresno,CA,93727,559-251-9403,Fresno Unified
Fresno,10621176900906,Fresno Christian Schools,7280 North Cedar Avenue,Fresno,CA,93720,559-299-1695,Clovis Unified
Fresno,10752756143796,Hammer Mountain School,41125 Auberry Road,Auberry,CA,93602,559-855-8906,Sierra Unified
Fresno,10622656933717,Immanuel Schools,1128 South Reed Avenue,Reedley,CA,93654,559-638-2529,Kings Canyon Unified School District
Fresno,10739997086713,Kerman Christian School,15495 West Whitesbridge Avenue,Kerman,CA,93630,559-846-7200,Kerman Unified
Fresno,10622656144240,KLIP International,960 G Street,Reedley,CA,93654,559-246-7574,Kings Canyon Joint Unified
Fresno,10621666203111,Koinonia Christian,2303 East Herndon Avenue,Fresno,CA,93720,559-715-2704,Fresno Unified
Fresno,10621177104367,Logos Christian Conservatory,8385 East Paul Avenue,Clovis,CA,93619,559-298-5636,Clovis Unified
Fresno,10621176139588,New Heights Christian Academy,5690 East Shields Avenue,Fresno,CA,93727,559-292-7625,Clovis Unified
Fresno,10621176974018,Our Lady of Perpetual Help,836 Dewitt Avenue,Clovis,CA,93612,559-299-7504,Clovis Unified
Fresno,10621666974026,Our Lady of Victory,1626 West Princeton Avenue,Fresno,CA,93705,559-229-0205,Fresno Unified
Fresno,10621177088396,Reaching Potentials Educational Institute,6826 North Chestnut Avenue,Fresno,CA,93710,559-297-7109,Clovis Unified
Fresno,10621666933790,San Joaquin Memorial High,1406 North Fresno Street,Fresno,CA,93703,559-268-9251,Fresno Unified
Fresno,10621666144976,Seine Xtreme Academy,1917 South Chestnut 76A,Fresno,CA,93702,559-453-0468,Fresno Unified
Fresno,10622656204184,Sequoia Christian School,30506 George Smith Road,Squaw Valley,CA,93675,559-332-2200,Kings Canyon Joint Unified
Fresno,10621666204994,Sierra View Christian Academy,2383 East Decatur Avenue,Fresno,CA,93720,559-297-7391,Clovis Unified
Fresno,10752756142871,Spreading Oaks Academy,34125 Powerhouse Road,Auberry,CA,93602,559-301-4808,Sierra Unified
Fresno,10621666974059,St. Anthony,5680 North Maroa Avenue,Fresno,CA,93704,559-435-0700,Fresno Unified
Fresno,10621666974067,St. Helen,4888 East Belmont Avenue,Fresno,CA,93727,559-251-5855,Fresno Unified
Fresno,10622656970743,St. La Salle,404 East Manning Avenue,Reedley,CA,93654,559-638-2621,Kings Canyon Joint Unified
Fresno,10621666145544,The Mission School,1275 North Wilson Avenue,Fresno,CA,93728,559-970-5019,Fresno Unified
Fresno,,Thomas Christian Academy,2935 West Spruce Avenue,Fresno,CA,93711,559-435-9641,Fresno Unified
Fresno,10621177046592,Tower Christian School,8753 Chickadee Lane,Clovis,CA,93619,559-298-2772,Clovis Unified
Fresno,,Trinity Torres Academy,4532 East Redlands Avenue,Fresno,CA,93726,559-230-2073,Fresno County Office of Education
Fresno,10621666933816,Truth Tabernacle Christian School,4411 North 1st Street,Fresno,CA,93726,559-225-1027,Fresno Unified School District
Fresno,10622656140305,Wellspring Christian School,35109 George Smith Road,Squaw Valley,CA,93675,559-332-2874,Kings Canyon Joint Unified
Fresno,10752757011331,Western Christian Academy,30128 Auberry Road,Prather,CA,93651,559-855-7778,Sierra Unified
Fresno,10621176140818,Willow Academy,7158 North Maine,Clovis,CA,93619,559-325-9076,Clovis Unified
Glenn,11754817103625,North Valley Christian Schools,1148 East Walker Street,Orland,CA,95963,530-865-4924,Orland Joint Unified
Glenn,11626616900922,River Valley Christian,8187 County Road 48,Glenn,CA,95943,530-934-4167,Willows Unified
Humboldt,12626796989925,Arcata Christian,1700 Union Street,Arcata,CA,95521,707-822-5986,Arcata Elementary
Humboldt,12768026976021,Fortuna Junior Academy,1200 Ross Hill Road,Fortuna,CA,95540,707-725-2988,Fortuna Elementary
Humboldt,12755157072481,Gospel Outreach School,2845 Saint James Place,Eureka,CA,95503,707-445-2214,Eureka City Schools
Humboldt,12628936976047,Humboldt Bay Christian,70 Stephens Lane,Bayside,CA,95524,707-822-1738,Jacoby Creek Elementary
Humboldt,12630326131353,Koinonia Academy,3132 E Street,Eureka,CA,95503,707-616-2801,Eureka City Schools
Humboldt,12628936921019,Mistwood Educational Center,1928 Old Arcata Road,Bayside,CA,95524,707-826-1150,Jacoby Creek Elementary
Humboldt,12768026998231,New Life Christian School,1202 Ross Hill Road,Fortuna,CA,95540,707-725-9136,Fortuna Elementary
Humboldt,12628856143085,Quail Hill Academy,2056 Quail Hill Road,Hydesville,CA,95547,707-502-8058,Hydesville Elementary
Humboldt,12755156926307,Redwood Christian,2039 E Street,Eureka,CA,95501,707-442-4625,Eureka City Schools
Humboldt,12626796141568,Six Rivers Montessori,1222 Hallen Drive,Arcata,CA,95521,707-822-7767,Arcata Elementary
Imperial,13630736910715,Brawley Christian Academy,430 North 2nd Street,Brawley,CA,92227,760-344-3911,Brawley Elementary
Imperial,13630996967863,Calexico Mission School,601 East First Street,Calexico,CA,92231,760-357-3711,Calexico Unified
Imperial,13631806141717,Calvary Chapel Christian School of El Centro,1923 Austin Road,El Centro,CA,92243,760-352-0336,McCabe Union Elementary
Imperial,13631647037740,Faith Academy,320 South J Street,Imperial,CA,92251,760-355-1114,Imperial Unified
Imperial,13630996968226,Our Lady of Guadalupe Academy,535 Rockwood Avenue,Calexico,CA,92231,760-357-1986,Calexico Unified
Imperial,,Phoenix Rising,1450 North Waterman Avenue,El Centro,CA,92243,760-886-2051,El Centro Elementary
Imperial,13630736970685,Sacred Heart School,428 South Imperial Avenue,Brawley,CA,92227,760-344-2662,Brawley Elementary
Imperial,13631236967764,St. Marys School,700 South Waterman Avenue,El Centro,CA,92243,760-352-7285,El Centro Elementary
Imperial,13630996933923,Vincent Memorial Catholic High School,525 West Sheridan Avenue,Calexico,CA,92231,760-357-3461,Calexico CA 92231
Imperial,13632307061237,Westmorland Basic Christian,799 South Cook Street,Westmorland,CA,92281,760-344-3260,Brawley Union High
Inyo,14766876974109,Bishop Adventist Christian School,730 Home Street,Bishop,CA,93514,760-872-1036,Bishop Unified
Kern,,Across Stepping Stones,237 West Ridgecrest Boulevard Suite C,Ridgecrest,CA,93555,760-301-0888,Sierra Sands Unified
Kern,15737426974133,Adventist Christian School,555 West Las Flores Avenue,Ridgecrest,CA,93555,760-375-8673,Sierra Sands Unified
Kern,15633217101520,Agapeland Christian Academy,1030 4th Street,Bakersfield,CA,93304,661-325-4321,Bakersfield City
Kern,15633216933956,Bakersfield Adventist Academy,3333 Bernard Street,Bakersfield,CA,93306,661-871-1591,Bakersfield City
Kern,15635296933964,Bakersfield Christian High School,12775 Stockdale Highway,Bakersfield,CA,93314,661-410-7000,Kern Union High
Kern,15638427102841,Bethany Christian,942 7th Street,Wasco,CA,93280,661-758-5906,Wasco Union High
Kern,15633216933972,Bethel Apostolic Academy,1418 West Columbus Street,Bakersfield,CA,93301,661-323-2851,Bakersfield City
Kern,15633216932735,Bethel Christian,2236 East California Avenue,Bakersfield,CA,93307,661-325-2661,Bakersfield City
Kern,15737427001902,Calvary Christian,210 East Springer Street,Ridgecrest,CA,93555,760-375-3133,Sierra Sands Unified
Kern,15638266924252,Carden School of Tehachapi,20419 Brian Way,Tehachapi,CA,93561,661-822-9565,Tehachapi Unified
Kern,15637507071541,Country Christian School Inc.,2416 Dean Avenue,Bakersfield,CA,93312,661-589-4703,Rosedale
Kern,15638267099542,Covenant Christian,28571 Bear Valley Road,Tehachapi,CA,93561,661-821-0131,Tehachapi Unified
Kern,15638267092026,Eden Academy,30100 Oak Court,Keene,CA,93531,661-822-1230,Tehachapi Unified
Kern,15633626133136,Faith Baptist Academy,5051 Stine Road,Bakersfield,CA,93313,661-834-3099,Panama-Buena Vista Union
Kern,15635786932107,Freewill Christian Academy,155 Redwood Drive,Shafter,CA,93263,661-746-9120,Richland Union Elementary
Kern,15638267104060,Full Quiver Christian School,20406 Brian Way Suite 1B (1911-166),Tehachapi,CA,93561,661-412-2291,Tehachapi Unified
Kern,15635296934004,Garces Memorial High,2800 Loma Linda Drive,Bakersfield,CA,93305,661-327-2578,Kern Union High
Kern,15634876141964,Gideon Apostolic Academy,1316 Shafter Road,Bakersfield,CA,93313,661-833-9894,General Shafter Elementary
Kern,15633216987291,Heritage Academy,2401 Bernard Street,Bakersfield,CA,93306,661-871-4545,Private
Kern,15737427018922,Heritage Montessori School,934 North Heritage Drive,Ridgecrest,CA,93555,760-446-7459,Sierra Sands Unified School District
Kern,15638267086051,Heritage Oak School,20915 Schout Road,Tehachapi,CA,93561,661-823-0885,Tehachapi Unified
Kern,15751686205967,homeschool outpost,4132 Spruce Trail,frazier park,CA,93225,818-458-3351,El Tejon Unified
Kern,15737426934020,Immanuel Christian,201 West Graaf Avenue,Ridgecrest,CA,93555,760-446-6114,Sierra Sands School District
Kern,15637506201123,J. C. Worthy Institute,3130 Allen Road,Bakersfield,CA,93314,661-587-8154,Rosedale Union Elementary
Kern,15635786974158,Kern SDA Elementary,30105 Riverside Street,Shafter,CA,93263,661-746-4467,Richland Union Elementary
Kern,15633396143861,Legacy Christian Academy,5500 Olive Drive,Bakersfield,CA,93308,661-241-3866,Beardsley Elementary
Kern,15737426202063,Mariposa Christian,6117 Las Flores,Inyokern,CA,93527,760-377-4769,Sierra Sands Unified
Kern,15633216145189,Mission Apostolic Christian Adademy,2412 South Chester Avenue,Bakersfield,CA,93304,661-836-2296,Bakersfield City
Kern,15637766143226,Morris Academy,2300 Horizon Drive,Rosamond,CA,93560,866-579-5595,Mojave Unified
Kern,15633627084973,New Life Christian,4201 Stine Road,Bakersfield,CA,93313,661-831-6262,Panama-Buena Vista Union
Kern,,Nigritian Academy,2600 La Costa Court,Bakersfield,CA,93306,310-295-8096,Kern County Office of Education
Kern,15638426905004,North Kern Christian,710 Peters Street,Wasco,CA,93280,661-758-5997,Wasco Union Elementary
Kern,15637927100845,Northwest Christian School,3311 Manor Street,Bakersfield,CA,93308,661-588-1212,Standard School District
Kern,15633217103526,Oak Hills Christian Academy,1300 17th Street,Bakersfield,CA,93308,661-393-0474,Kern County Superintendant of Schools
Kern,15636936910723,Olive Knolls Christian,6201 Fruitvale Avenue,Bakersfield,CA,93308,661-393-3566,Norris Elementary
Kern,15633216965990,Our Lady of Guadalupe,609 East California Avenue,Bakersfield,CA,93307,661-323-6059,Bakersfield City
Kern,15633216974125,Our Lady of Perpetual Help,124 Columbus Street,Bakersfield,CA,93305,661-327-7741,Bakersfield City
Kern,15633887088545,Rosewall Christian Academy,35891 Big Springs Drive,Caliente,CA,93518,661-867-2729,Caliente Union Elementary
Kern,15634047094345,Sequoia Christian Academy,1213 12th Avenue,Delano,CA,93215,661-721-2721,Kern
Kern,15737426974166,St. Ann,446 West Church Avenue,Ridgecrest,CA,93555,760-375-4713,Sierra Sands Unified
Kern,15633216974174,St. Francis,2516 Palm Street,Bakersfield,CA,93304,661-326-7955,Bakersfield City
Kern,15633216900989,Stockdale Christian Elementary,4901 California Avenue,Bakersfield,CA,93309,661-327-3927,Bakersfield City
Kern,15737426135875,The Bridge Learning Center,237 West Ridgecrest Boulevard Suite D,Ridgecrest,CA,93555,760-301-0888,Sierra Sands Unified
Kern,15633626202162,Turner Christian Academy,6501 Schirra Court Suite 204,Bakersfield,CA,93313,661-835-8508,Panama-Buena Vista Union
