CDSCode,StatusType,County,District,School,Street,City,Zip,State,Phone,Ext,Website,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1
15638000000000,Active,Kern,Taft City,,820 Sixth Street,Taft,93268-2306,CA,(661) 763-1521,,www.taftcity.org,35.0091100,-119.45654,Ron,Bryant,rbryant@taftcity.org
15638180000000,Active,Kern,Taft Union High,,701 Wildcat Way,Taft,93268-8000,CA,(661) 763-2330,,www.taft.k12.ca.us,35.0075000,-119.45896,Blanca,Cavazos,bcavazos@taft.k12.ca.us
15638260000000,Active,Kern,Tehachapi Unified,,300 S. Robinson Street,Tehachapi,93561-1519,CA,(661) 822-2100,,www.teh.k12.ca.us,34.9901600,-118.43675,Lisa,Gilbert,lgilbert@teh.k12.ca.us
15638340000000,Active,Kern,Vineland Elementary,,14713 Weedpatch Highway,Bakersfield,93307-9653,CA,(661) 845-3713,,http://vineland.k12.ca.us,35.1392499,-118.91294,Matthew,Ross,mross@vineland.k12.ca.us
15638420000000,Active,Kern,Wasco Union Elementary,,639 Broadway Street,Wasco,93280-1825,CA,(661) 758-7100,,www.wuesd.org,35.4563800,-119.33677,Kelly,Richers,kerichers@wuesd.org
15638590000000,Active,Kern,Wasco Union High,,2100 Seventh Street,Wasco,93280-1563,CA,(661) 758-8447,,www.wasco.k12.ca.us,35.4553700,-119.34330,Lori,Albrecht,lalbrecht@wasco.k12.ca.us
15735440000000,Active,Kern,Rio Bravo-Greeley Union Elementary,,6521 Enos Lane,Bakersfield,93314-8721,CA,(661) 589-2696,,www.rbgusd.k12.ca.us,35.2803400,-119.25057,Ernie,Unruh,erunruh@zeus.kern.org
15737420000000,Active,Kern,Sierra Sands Unified,,113 West Felspar Avenue,Ridgecrest,93555-3520,CA,(760) 499-1604,,www.ssusdschools.org,35.4944199,-117.66781,Joanna,Rummer,superintendent@ssusd.org
15739080000000,Active,Kern,McFarland Unified,,601 Second Street,McFarland,93250-1121,CA,(661) 792-3081,,www.mcfarlandusd.com,35.5411599,-119.22796,Raul,Maldonado,rmaldonado@mcfarland.k12.ca.us
15741610000000,Active,Kern,West Side ROP,,515  Ninth Street,Taft,93268,CA,(661) 763-2390,,,,,Dale,Countryman,dcountryman@taft.k12.ca.us
15747570000000,Active,Kern,North Kern Vocational Training Center,,1334 F Street,Wasco,93280,CA,(661) 758-3045,,,,,,,
15747650000000,Active,Kern,Kern County ROP,,5801 Sundale Avenue,Bakersfield,93309,CA,,,www.kern.org,,,Tom,Anspach,toanspach@kern.org
15748070000000,Active,Kern,Kern High ROC,,501 South Mount Vernon Avenue,Bakersfield,93307,CA,(661) 831-3327,,,,,Donald,Carter,
15751680000000,Active,Kern,El Tejon Unified,,4337 Lebec Road,Lebec,93243-0876,CA,(661) 248-6247,,www.el-tejon.k12.ca.us/,34.6562699,-118.81059,Rodney,Wallace,rwallace@el-tejon.org
16101650000000,Active,Kings,Kings County Office of Education,,1144 West Lacey Boulevard,Hanford,93230-5956,CA,(559) 584-1441,,www.kings.k12.ca.us,36.1875399,-119.66065,Tim,Bowers,tbowers@kings.k12.ca.us
16638750000000,Active,Kings,Armona Union Elementary,,11115 C Street,Armona,93202-0368,CA,(559) 583-5000,101,www.auesd.com,36.1711699,-119.70607,Steve,Bogan,sbogan@kings.k12.ca.us
16638830000000,Active,Kings,Central Union Elementary,,15783 18th Avenue,Lemoore,93245-9742,CA,(559) 924-3405,,www.central.k12.ca.us/district,36.1054600,-119.77981,Thomas,Addington,darthhr@me.com
16638910000000,Active,Kings,Corcoran Joint Unified,,1520 Patterson Avenue,Corcoran,93212-1722,CA,(559) 992-8888,1224,www.corcoran.k12.ca.us,35.9617599,-119.56529,Richard,Merlo,rmerlo@corcoranunified.com
16639090000000,Closed,Kings,Delta View Joint Union Elementary,,1201 Lacey Boulevard,Hanford,93230-9306,CA,,,www.dvjusd.k12.ca.us,36.1872100,-119.47767,,,
16639170000000,Active,Kings,Hanford Elementary,,714 North White Street,Hanford,93230-4029,CA,(559) 585-3600,,www.hesd.k12.ca.us,36.1916500,-119.63844,Paul,Terry,pterry@hesd.k12.ca.us
16639250000000,Active,Kings,Hanford Joint Union High,,823 West Lacey Boulevard,Hanford,93230-3067,CA,(559) 583-5901,,www.hjuhsd.k12.ca.us,36.2021299,-119.64467,William,Fishbough,wfishbough@hjuhsd.k12.ca.us
16639330000000,Active,Kings,Island Union Elementary,,7799 21st Avenue,Lemoore,93245-9673,CA,(559) 924-6424,,www.kings.k12.ca.us/island,36.1925800,-119.83360,Charlotte,Hines,chines@kings.k12.ca.us
16639410000000,Active,Kings,Kings River-Hardwick Union Elementary,,10300 Excelsior Avenue,Hanford,93230-9108,CA,(559) 584-4475,,www.krhsd.k12.ca.us,36.2607100,-119.64140,Cathlene,Anderson,canderson@kings.k12.ca.us
16639580000000,Active,Kings,Kit Carson Union Elementary,,9895 Seventh Avenue,Hanford,93230-8802,CA,(559) 582-2843,,www.kitcarsonschool.com,36.1893400,-119.58179,Todd,Barlow,tbarlow@kings.k12.ca.us
16639660000000,Active,Kings,Lakeside Union Elementary,,9100 Jersey Avenue,Hanford,93230-9560,CA,(559) 582-2868,101,www.lakeside.k12.ca.us,36.1000500,-119.62470,Dale,Ellis,dellis@kings.k12.ca.us
16639740000000,Active,Kings,Lemoore Union Elementary,,1200 West Cinnamon Drive,Lemoore,93245-9420,CA,(559) 924-6800,,www.luesd.k12.ca.us,36.1569200,-119.78894,Richard,Rayburn,rrayburn@luesd.k12.ca.us
16639820000000,Active,Kings,Lemoore Union High,,5 Powell Avenue,Lemoore,93245-2856,CA,(559) 924-6610,,www.luhsd.k12.ca.us,36.1577899,-119.77979,Debbie,Muro,dmuro@luhsd.k12.ca.us
16639900000000,Active,Kings,Pioneer Union Elementary,,1888 North Mustang Drive,Hanford,93230-9811,CA,(559) 585-2400,,www.pioneerschooldistrict.org,36.2055999,-119.70798,Paul,Van Loon,vanloonp@puesd.k12.ca.us
16739320000000,Active,Kings,Reef-Sunset Unified,,205 North Park Avenue,Avenal,93204-1425,CA,(559) 386-9083,,www.rsusd.net,35.8688300,-120.12542,David,East,deast@rsusd.net
16747080000000,Active,Kings,Kings County ROP,,Mary Brock Hall,Hanford,93230,CA,,,,,,Glenda,Woolley,gwoolley@kings.k12.ca.us
17101730000000,Active,Lake,Lake County Office of Education,,1152 South Main Street,Lakeport,95453-5517,CA,(707) 262-4100,,www.lake-coe.k12.ca.us,38.8831700,-122.91631,Wally,Holbrook,wholbrook@lakecoe.org
17640140000000,Active,Lake,Kelseyville Unified,,4410 Konocti Road,Kelseyville,95451-8953,CA,(707) 279-1511,,www.kusd.lake.k12.ca.us,38.8324000,-122.83804,David,McQueen,davem@kusd.lake.k12.ca.us
17640220000000,Active,Lake,Konocti Unified,,9430 B Lake Street,Lower Lake,95457,CA,(707) 994-6475,,www.konoctiusd.org,38.7674200,-122.60930,Donna,Becnel,donna.becnel@konoctiusd.org
17640300000000,Active,Lake,Lakeport Unified,,2508 Howard Avenue,Lakeport,95453-6908,CA,(707) 262-3000,,www.lakeport.k12.ca.us,38.9138299,-122.91367,Erin,Smith-Hagberg,esh@lakeport.k12.ca.us
17640480000000,Active,Lake,Lucerne Elementary,,3351 Country Club Drive,Lucerne,95458-1083,CA,(707) 274-5578,,www.lucerne.k12.ca.us,38.9231899,-122.77477,Mike,Brown,mbrown@lucerne.k12.ca.us
17640550000000,Active,Lake,Middletown Unified,,20932 Big Canyon Road,Middletown,95461-0338,CA,(707) 987-4100,,www.middletownusd.org,38.6455100,-122.57563,Korby,Olson,korby.olson@middletownusd.org
17640630000000,Active,Lake,Upper Lake Union Elementary,,679 Second Street,Upper Lake,95485-0036,CA,(707) 275-2357,,www.ulesd.org,39.0279000,-122.92234,Valerie,Gardner,vgardner@ulesd.org
17640710000000,Active,Lake,Upper Lake Union High,,675 Clover Valley Road,Upper Lake,95485-9220,CA,(707) 275-2655,,www.ulhs.k12.ca.us,39.0186399,-122.90291,Patrick,Iaccino,piaccino@ulhs.k12.ca.us
17744190000000,Active,Lake,Lake County ROP,,1152 South Main Street,Lakeport,95453,CA,,,,,,,,
18747400000000,Active,Lassen,Lassen ROP,,"472-013 Johnstonville Rd, North",Susanville,96130,CA,,,,,,,,
18640890000000,Active,Lassen,Big Valley Joint Unified,,400 Bridge Street,Bieber,96009-0157,CA,(530) 294-5266,,www.bigvalleyschool.org,40.9406100,-121.00279,Jessica,Bowman,jbowman@bigvalleyschool.org
18640970000000,Merged,Lassen,Herlong Elementary,,David S. Hall Street,Herlong,96113,CA,,,,,,,,
18101810000000,Active,Lassen,Lassen County Office of Education,,"472-013 Johnstonville Road, North",Susanville,96130-8752,CA,(530) 257-2196,,www.lcoe.org,40.3544100,-120.67104,Richard,DuVarney,rduvarney@lcoe.org
18641050000000,Active,Lassen,Janesville Union Elementary,,464-555 Main Street,Janesville,96114-0280,CA,(530) 253-3660,,www.janesvilleschool.org,40.0072300,-120.54358,Zach,Thurman,zthurman@janesvilleschool.org
18641130000000,Active,Lassen,Johnstonville Elementary,,704-795 Bangham Lane,Susanville,96130-7716,CA,(530) 257-2471,,www.johnstonville-ca.schoolloop.com,40.3544100,-120.67104,Roy,Casey,dhowe@johnstonvilleusd.org
18641390000000,Active,Lassen,Lassen Union High,,1000 Main Street,Susanville,96130-4409,CA,(530) 257-5134,,http://district.lassenhigh.org,40.2674200,-120.65380,Roy,Casey,roy.casey@lassenhigh.org
18641540000000,Merged,Lassen,Long Valley Elementary,,Susan Drive,Doyle,96109,CA,,,,,,,,
18641620000000,Active,Lassen,Ravendale-Termo Elementary,,709-855 Termo-Grasshopper Road,Termo,96132,CA,(530) 257-8200,,,40.3544100,-120.67104,Jason,Waddell,jwaddell@susanvillesd.org
18641700000000,Active,Lassen,Richmond Elementary,,"700-585 Richmond Road, East",Susanville,96130-5026,CA,(530) 257-2338,,www.richmondelementary.com,40.2601099,-120.66063,Vicky,Leitaker,vleitaker@richmondelementary.com
18641880000000,Active,Lassen,Shaffer Union Elementary,,722-055 Highway 395 North,Litchfield,96117-0320,CA,(530) 254-6577,,www.shafferschool.com,40.2564199,-120.27455,Terri,Daniels,tdaniels@shafferschool.com
18641960000000,Active,Lassen,Susanville Elementary,,109 South Gilman Street,Susanville,96130-4150,CA,(530) 257-8200,,www.susanvillesd.org,40.2659400,-120.64498,Jason,Waddell,jwaddell@susanvillesd.org
18642040000000,Active,Lassen,Westwood Unified,,Fourth and Greenwood Streets,Westwood,96137-1225,CA,(530) 256-2311,,http://westwoodusd.org,40.1219100,-121.08781,Adele,Emershaw,aemershaw@westwoodusd.org
18750360000000,Active,Lassen,Fort Sage Unified,,100 DS Hall Street,Herlong,96113-0035,CA,(530) 827-2129,,,40.0978800,-120.22593,Bryan,Young,byoung@fortsage.org
19646420000000,Active,Los Angeles,Keppel Union Elementary,,34004 128th Street East,Pearblossom,93553-0186,CA,(661) 944-2155,,www.keppel.k12.ca.us,34.3683400,-117.89885,Steve,Doyle,sdoyle@keppel.k12.ca.us
19648320000000,Active,Los Angeles,Newhall,,"25375 Orchard Village Road, Suite 200",Valencia,91355-3000,CA,(661) 291-4000,,www.newhallschooldistrict.net,34.2570400,-118.54898,Marc,Winger,mwinger@newhall.k12.ca.us
19744350000000,Active,Los Angeles,Los Angeles Unified ROCP,,333 South Beaudry Avenue,Los Angeles,90017-1466,CA,(213) 241-1000,,,,,John,Deasy,Superintendent@lausd.net
19747990000000,Active,Los Angeles,Antelope Valley ROP,,"1156 East Avenue, S",Palmdale,93550-6149,CA,(661) 575-1026,,www.avrop.avhsd.org,,,Betsy,McKinstry,bmckinstry@avhsd.org
19101990000000,Active,Los Angeles,Los Angeles County Office of Education,,9300 Imperial Highway,Downey,90242-2890,CA,(562) 922-6111,,www.lacoe.edu,33.7818499,-118.12774,Arturo,Delgado,delgado_arturo@lacoe.edu
19111970000000,Merged,Los Angeles,Los Angeles County Special Ed,,9300 E. Imperial Highway,Downey,90242-2890,CA,,,,,,,,
19191900000000,Merged,Los Angeles,Los Angeles County Superintendent,,9300 E. Imperial Highway,Downey,90242-2890,CA,,,,,,,,
19642120000000,Active,Los Angeles,ABC Unified,,16700 Norwalk Boulevard,Cerritos,90703-1838,CA,(562) 926-5566,21161,www.abcusd.k12.ca.us,33.7441000,-118.07100,Mary,Sieu,mary.sieu@abcusd.k12.ca.us
19642200000000,Merged,Los Angeles,Alhambra City Elementary,,15 W. Alhambra Road,Alhambra,91802-2110,CA,,,,33.9649399,-118.12904,,,
19642380000000,Merged,Los Angeles,Alhambra City High,,15 W. Alhambra Road,Alhambra,91802-2110,CA,,,,33.9649399,-118.12904,,,
19642460000000,Active,Los Angeles,Antelope Valley Union High,,44811 N. Sierra Highway,Lancaster,93534-3226,CA,(661) 948-7655,,www.avdistrict.org,34.5597900,-118.13527,David,Vierra,dvierra@avhsd.org
19642610000000,Active,Los Angeles,Arcadia Unified,,234 Campus Drive,Arcadia,91007-6902,CA,(626) 821-8300,,www.ausd.k12.ca.us,33.9949799,-118.03810,Joel,Shawn,jshawn@ausd.net
19642790000000,Active,Los Angeles,Azusa Unified,,546 South Citrus Avenue,Azusa,91702-0500,CA,(626) 967-6211,,www.azusausd.k12.ca.us,33.9577900,-117.88831,Linda,Kaminski,lindak@azusausd.k12.ca.us
19642870000000,Active,Los Angeles,Baldwin Park Unified,,3699 North Holly Avenue,Baldwin Park,91706-5397,CA,(626) 962-3311,,www.bpusd.net,33.9473899,-117.95791,Mark,Skvarna,mmskvarna203@bpusd.net
19642950000000,Active,Los Angeles,Bassett Unified,,904 North Willow Avenue,La Puente,91746-1615,CA,(626) 931-3000,,www.bassett.k12.ca.us,33.9172400,-117.97059,Jose,Reynoso,jreynoso@bassett.k12.ca.us
19643030000000,Active,Los Angeles,Bellflower Unified,,16703 South Clark Avenue,Bellflower,90706-5203,CA,(562) 866-9011,,www.busd.k12.ca.us,33.7477600,-118.13222,Brian,Jacobs,bjacobs@busd.k12.ca.us
19643110000000,Active,Los Angeles,Beverly Hills Unified,,255 South Lasky Drive,Beverly Hills,90212-3644,CA,(310) 551-5100,2210,www.bhusd.org,33.9272800,-118.40849,Gary,Woods,gwoods@bhusd.org
19643290000000,Active,Los Angeles,Bonita Unified,,115 West Allen Avenue,San Dimas,91773-1437,CA,(909) 971-8200,,www.bonita.k12.ca.us,33.9817100,-117.80540,Gary,Rapkin,rapkin@bonita.k12.ca.us
19643370000000,Active,Los Angeles,Burbank Unified,,1900 West Olive Avenue,Burbank,91506-2438,CA,(818) 729-4400,,www.burbankusd.org,34.0280700,-118.32926,Jan,Britz,janbritz@burbankusd.org
19643450000000,Active,Los Angeles,Castaic Union,,28131 Livingston Avenue,Valencia,91355-4114,CA,(661) 257-4500,1500,www.castaic.k12.ca.us,34.2776300,-118.55813,James,Gibson,jgibson@castaic.k12.ca.us
19643520000000,Active,Los Angeles,Centinela Valley Union High,,14901 South Inglewood Avenue,Lawndale,90260-1251,CA,(310) 263-3200,,www.centinela.k12.ca.us,33.7610000,-118.35951,Jose,Fernandez,fernandezj@centinela.k12.ca.us
19643780000000,Active,Los Angeles,Charter Oak Unified,,20240 East Cienega Avenue,Covina,91724-1227,CA,(626) 966-8331,,www.cousd.net,33.9675200,-117.85767,Michael,Hendricks,mhendricks@cousd.net
19643940000000,Active,Los Angeles,Claremont Unified,,170 West San Jose Avenue,Claremont,91711-5285,CA,(909) 398-0609,,www.cusd.claremont.edu,33.9853799,-117.72696,James,Elsasser,jelsasser@cusd.claremont.edu
19644360000000,Active,Los Angeles,Covina-Valley Unified,,519 East Badillo Street,Covina,91723-0269,CA,(626) 974-7000,,www.cvusd.k12.ca.us,33.9508200,-117.87885,Catherine,Nichols,cnichols@cvusd.k12.ca.us
19644440000000,Active,Los Angeles,Culver City Unified,,4034 Irving Place,Culver City,90232-2810,CA,(310) 842-4220,,www.ccusd.org,33.8863899,-118.39154,David,LaRose,davidlarose@ccusd.org
19644510000000,Active,Los Angeles,Downey Unified,,11627 Brookshire Avenue,Downey,90241-7017,CA,(562) 469-6500,,www.dusd.net,33.7991099,-118.13081,John,"Garcia, Jr., Ph.D.",jgarcia@dusd.net
19644690000000,Active,Los Angeles,Duarte Unified,,1620 Huntington Drive,Duarte,91010-2534,CA,(626) 599-5000,,www.duarte.k12.ca.us,34.0037200,-117.96943,Terry,Nichols,tnichols@duarteusd.org
19644770000000,Active,Los Angeles,Eastside Union Elementary,,45006 30th Street East,Lancaster,93535-2815,CA,(661) 952-1200,8213,www.eastside.k12.ca.us,34.5767999,-118.07566,Mark,Marshall,mmarshall@eastside.k12.ca.us
19644850000000,Active,Los Angeles,East Whittier City Elementary,,14535 East Whittier Boulevard,Whittier,90605-2130,CA,(562) 907-5900,,www.ewcsd.org,33.8158200,-118.00928,Dorka,Durón,superintendent@ewcsd.org
19645010000000,Active,Los Angeles,El Monte City,,3540 North Lexington Avenue,El Monte,91731-2684,CA,(626) 453-3700,,www.emcsd.org,33.9370899,-118.03761,Maribel,Garcia,mgarcia@emcsd.org
19645190000000,Active,Los Angeles,El Monte Union High,,3537 Johnson Avenue,El Monte,91731-3290,CA,(626) 444-9005,,www.emuhsd.k12.ca.us,33.9363099,-118.02871,Nick,Salerno,nsalerno@emuhsd.k12.ca.us
19645270000000,Active,Los Angeles,El Rancho Unified,,9333 Loch Lomond Drive,Pico Rivera,90660-2913,CA,(562) 942-1500,,http://erusd.org,33.8595600,-118.07978,Martin,Galindo,mgalindo@erusd.org
19645350000000,Active,Los Angeles,El Segundo Unified,,641 Sheldon Street,El Segundo,90245-3036,CA,(310) 615-2650,,www.elsegundousd.com,33.7887700,-118.40967,Geoff,Yantz,gyantz@esusd.k12.ca.us
19645500000000,Active,Los Angeles,Garvey Elementary,,2730 North Del Mar Avenue,Rosemead,91770-3026,CA,(626) 307-3444,,www.garvey.k12.ca.us,33.9255900,-118.09775,Sandra,Johnson,sjohnson@garvey.k12.ca.us
19645680000000,Active,Los Angeles,Glendale Unified,,223 North Jackson Street,Glendale,91206-4334,CA,(818) 241-3111,,www.gusd.net,34.0127900,-118.24850,Richard,Sheehan,dsheehan@gusd.net
19645760000000,Active,Los Angeles,Glendora Unified,,500 North Loraine Avenue,Glendora,91741-2964,CA,(626) 963-1611,,www.glendora.k12.ca.us,34.0076200,-117.84430,Robert,Voors,rvoors@glendora.k12.ca.us
19645840000000,Active,Los Angeles,Gorman Elementary,,49847 Gorman School Road,Gorman,93243-0104,CA,(661) 248-6441,,,34.6562699,-118.81059,Joe,Andrews,jandrews@lws.lacoe.edu
19645920000000,Active,Los Angeles,Hawthorne,,14120 South Hawthorne Boulevard,Hawthorne,90250-7006,CA,(310) 676-2276,,www.hawthorne.k12.ca.us,33.7684199,-118.35078,Helen,Morgan,hmorgan@hawthorne.k12.ca.us
19646000000000,Active,Los Angeles,Hermosa Beach City Elementary,,1645 Valley Drive,Hermosa Beach,90254-2921,CA,(310) 937-5877,,www.hbcsd.org,33.7311899,-118.39454,Patricia,Escalante,pescalante@hbcsd.org
19646260000000,Active,Los Angeles,Hughes-Elizabeth Lakes Union Elementary,,16633 Elizabeth Lake Road,Lake Hughes,93532-0600,CA,(661) 724-1231,,www.heluesd.org,34.5322900,-118.40655,Diane,Parkins,dparkins@heluesd.org
19646340000000,Active,Los Angeles,Inglewood Unified,,401 South Inglewood Avenue,Inglewood,90301-2501,CA,(310) 419-2700,,www.iusd.net,33.8240100,-118.35995,Donald,Brann,dbrann@inglewood.k12.ca.us
19646590000000,Active,Los Angeles,La Canada Unified,,4490 Cornishon Avenue,La Canada,91011-3243,CA,(818) 952-8304,,www.lcusd.net,34.0861400,-118.21588,Wendy,Sinnette,wsinnette@lcusd.net
19646670000000,Active,Los Angeles,Lancaster Elementary,,44711 North Cedar Avenue,Lancaster,93534-3210,CA,(661) 948-4661,134,www.lancsd.org,34.5576900,-118.13755,Michele,Bowers,bowersm@lancsd.org
19646830000000,Active,Los Angeles,Las Virgenes Unified,,4111 Las Virgenes Road,Calabasas,91302-1929,CA,(818) 880-4000,,www.lvusd.org,33.9998999,-118.70115,Daniel,Stepenosky,dstepenosky@lvusd.org
19646910000000,Active,Los Angeles,Lawndale Elementary,,4161 West 147th Street,Lawndale,90260-1709,CA,(310) 973-1300,,www.lawndale.k12.ca.us,33.7629999,-118.34605,Ellen,Dougherty,ellen_dougherty@lawndale.k12.ca.us
19647090000000,Active,Los Angeles,Lennox,,10319 South Firmona Avenue,Lennox,90304-1419,CA,(310) 695-4000,,www.lennox.k12.ca.us,33.8068999,-118.35522,Kent,Taylor,kent_taylor@lennox.k12.ca.us
19647170000000,Active,Los Angeles,Little Lake City Elementary,,10515 South Pioneer Boulevard,Santa Fe Springs,90670-3703,CA,(562) 868-8241,,www.littlelake.k12.ca.us,33.8036000,-118.07996,Phillip,Perez,pperez@llcsd.net
19647250000000,Active,Los Angeles,Long Beach Unified,,1515 Hughes Way,Long Beach,90810-1839,CA,(562) 997-8000,,www.lbschools.net,33.6941100,-118.20940,Christopher,Steinhauser,cstein@lbschools.net
19647330000000,Active,Los Angeles,Los Angeles Unified,,333 South Beaudry Avenue,Los Angeles,90017-1466,CA,(213) 241-1000,,www.lausd.net,33.9238700,-118.24348,John,Deasy,john.deasy@lausd.net
19647580000000,Active,Los Angeles,Los Nietos,,8324 South Westman Avenue,Whittier,90606-3314,CA,(562) 692-0271,3212,http://lnsd.net,33.8317500,-118.06507,Jonathan,Vasquez,jonathan_vasquez@lnsd.net
19647660000000,Active,Los Angeles,Lowell Joint,,11019 Valley Home Avenue,Whittier,90603-3042,CA,(562) 943-0211,,www.ljsd.org,33.8126299,-117.99330,Patricia,Howell,phowell@ljsd.org
19647740000000,Active,Los Angeles,Lynwood Unified,,11321 Bullis Road,Lynwood,90262-3600,CA,(310) 886-1600,,www.lynwood.k12.ca.us,33.7910299,-118.19813,Paul,Gothold,pgothold@lynwood.k12.ca.us
19647820000000,Merged,Los Angeles,Manhattan Beach City Elementar,,1501 Redondo Avenue,Manhattan Beach,90266,CA,,,,,,,,
19647900000000,Active,Los Angeles,Monrovia Unified,,325 East Huntington Drive,Monrovia,91016-3585,CA,(626) 471-2010,,www.monroviaschools.net,34.0046600,-117.99365,Katherine,Fundukian Thorossian,kthorossian@monroviaschools.net
19648080000000,Active,Los Angeles,Montebello Unified,,123 South Montebello Boulevard,Montebello,90640-4729,CA,(323) 887-7900,,www.montebello.k12.ca.us,33.8742799,-118.10652,Susanna,Contreras Smith,smith_susanna@montebello.k12.ca.us
19648160000000,Active,Los Angeles,Mountain View Elementary,,3320 Gilman Road,El Monte,91732-3201,CA,(626) 652-4000,,www.mtviewschools.com,33.9274800,-118.00783,Lillian,French,lmfrench@mtview.k12.ca.us
19648400000000,Active,Los Angeles,Norwalk-La Mirada Unified,,12820 Pioneer Boulevard,Norwalk,90650-2894,CA,(562) 868-0431,,www.nlmusd.k12.ca.us,33.7786300,-118.07999,Ruth,Perez,rperez@nlmusd.k12.ca.us
19648570000000,Active,Los Angeles,Palmdale Elementary,,39139 10th Street East,Palmdale,93550-3419,CA,(661) 947-7191,,www.palmdalesd.org,34.4556699,-118.11014,Pauline,Winbush,prwinbush@palmdalesd.org
19648650000000,Active,Los Angeles,Palos Verdes Peninsula Unified,,375 Via Almar,Palos Verdes Estates,90274-1277,CA,(310) 378-9966,,www.pvpusd.k12.ca.us,33.6661799,-118.36349,Walker,Williams,supt@pvpusd.k12.ca.us
